Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections,PC1,PC2,PC3,PC4,PC5
NA11894,female,SAME123043,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121219,0.0255376,0.00714619,-0.0215586,-0.000694512
NA11917,male,SAME122838,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA11918,female,SAME123135,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122011,0.0257745,0.00783378,-0.0207612,-0.0022615
NA11919,male,SAME122834,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0120081,0.0261086,0.00756773,-0.0209847,-0.0026734
NA11920,female,SAME124901,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120347,0.02616,0.00775202,-0.0211168,-0.00295482
NA11930,male,SAME125095,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120444,0.0253577,0.0073139,-0.0218733,-0.00194187
NA11931,female,SAME125096,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119866,0.0251201,0.00729409,-0.021403,-0.00316041
NA11932,male,SAME125097,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.011801,0.0255765,0.00784879,-0.0219934,-0.00186935
NA11933,female,SAME125098,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0119728,0.0254351,0.00742754,-0.0216098,-0.00218581
NA11992,male,SAME123964,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0118946,0.025782,0.0074522,-0.0216843,-0.00268025
NA11993,female,SAME123965,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",,,,,
NA11994,male,SAME123967,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122019,0.025735,0.00832485,-0.0219,-0.00193118
NA11995,female,SAME123968,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0118733,0.0257166,0.00785124,-0.0218272,-0.0027795
NA12003,male,SAME125142,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0122978,0.0249303,0.00778646,-0.0210923,-0.00175771
NA12004,female,SAME125144,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120094,0.0254541,0.00770813,-0.0219622,-0.00240062
NA12005,male,SAME125143,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122044,0.0260444,0.00783663,-0.0219504,-0.00422965
NA12006,female,SAME125145,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120774,0.0257154,0.00790022,-0.0208018,-0.00317553
NA12043,male,SAME123214,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121869,0.0250535,0.00690919,-0.021076,-0.00188269
NA12044,female,SAME123212,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121792,0.0262987,0.00796441,-0.0219591,-0.0041819
NA12045,male,SAME123211,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120004,0.0255265,0.00852174,-0.0212708,-0.00337554
NA12046,female,SAME123213,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.011872,0.0252182,0.00790142,-0.0213992,-0.00272247
NA12056,male,SAME123414,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12057,female,SAME123415,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12058,female,SAME123416,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122871,0.0258203,0.00823483,-0.0220918,-0.000918974
NA12144,male,SAME124156,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119992,0.0260477,0.00709379,-0.0212953,-0.00176365
NA12145,female,SAME124157,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12146,male,SAME124158,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12154,male,SAME124959,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121423,0.0256669,0.00803816,-0.021924,-0.00144518
NA12155,male,SAME124955,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121335,0.0259381,0.0077924,-0.0216816,-0.000928555
NA12156,female,SAME124952,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121559,0.0255117,0.00771353,-0.0211807,-0.00102016
NA12234,female,SAME124003,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122369,0.0256444,0.00745793,-0.0211993,-0.00198052
NA12236,female,SAMEA6604124,CEU,CEPH,EUR,European Ancestry,CEU,1000 Genomes 30x on GRCh38,,,,,
NA12239,female,SAME123999,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12248,male,SAME125372,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12249,female,SAME125371,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123828,0.0247837,0.00770475,-0.020274,8.66285e-05
NA12264,male,SAME123087,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12272,male,SAME123231,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119106,0.0252376,0.00745052,-0.0216588,-0.00190599
NA12273,female,SAME123256,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0117561,0.0252694,0.00731006,-0.020745,-0.00246627
NA12274,male,SAME125249,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12275,female,SAME125263,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120305,0.0250129,0.00824845,-0.0218468,0.000715481
NA12282,male,SAME124640,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119611,0.0254573,0.00801346,-0.0213613,-0.00306963
NA12283,female,SAME124639,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0117963,0.0253132,0.00801164,-0.0214751,-0.00304618
NA12286,male,SAME124642,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119896,0.0244823,0.0070297,-0.0205494,-0.00113077
NA12287,female,SAME124641,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120547,0.025505,0.00729255,-0.0213656,-0.00219923
NA12329,female,SAME123531,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release",,,,,
NA12335,male,SAME124097,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12336,female,SAME125068,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12340,male,SAME125157,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122229,0.0255351,0.00813671,-0.0218531,-0.00121592
NA12341,female,SAME125158,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0115059,0.0253353,0.00860358,-0.0217193,0.000162052
NA12342,male,SAME125155,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012175,0.025943,0.00872622,-0.0216813,-0.000794651
NA12343,female,SAME125156,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12344,male,SAME123946,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12347,male,SAME125316,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123197,0.0256753,0.00755408,-0.022802,-0.00224605
NA12348,female,SAME125163,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123526,0.0254108,0.00837576,-0.0211224,-0.00356283
NA12375,male,SAME124589,CEU,CEPH,EUR,European Ancestry,CEU,1000 Genomes phase 3 release,,,,,
NA12376,female,SAME123275,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12383,female,SAME124384,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119041,0.0259236,0.00719029,-0.0224747,-0.00341883
NA12386,female,SAME124386,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12399,male,SAME124193,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012059,0.0252344,0.00836658,-0.0219364,-0.00026995
NA12400,female,SAME123881,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121167,0.0252453,0.00882659,-0.0219739,0.00145319
NA12413,male,SAME124055,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119234,0.0254573,0.00800041,-0.0211081,-0.00404412
NA12414,female,SAME124057,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0121202,0.0256639,0.00802268,-0.0212416,-0.00210541
NA12485,male,SAME125360,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12489,female,SAME125358,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.011992,0.0259155,0.0082138,-0.0219713,-0.00274506
NA12546,male,SAME124777,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121013,0.0258384,0.00763753,-0.0213623,-0.00174128
NA12707,male,SAME124080,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12708,female,SAME124078,CEU,CEPH,EUR,European Ancestry,CEU,1000 Genomes phase 3 release,,,,,
NA12716,male,SAME123912,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124155,0.0263043,0.00770214,-0.0219654,-0.00359645
NA12717,female,SAME123911,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012091,0.0256705,0.00773522,-0.0213043,-0.00377859
NA12718,female,SAME124454,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0118148,0.0252609,0.0076409,-0.0211532,-0.000606344
NA12739,male,SAME123529,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12740,female,SAME124822,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12748,male,SAME124827,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0124163,0.0257744,0.00853184,-0.0222903,-0.0032892
NA12749,female,SAME124828,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012167,0.0259503,0.00798489,-0.0223541,-0.00375564
NA12750,male,SAME124646,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120424,0.025816,0.00762116,-0.021595,-0.00466391
NA12751,female,SAME123515,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120405,0.0255054,0.00706135,-0.021235,-0.00295876
NA12752,male,SAME123518,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12753,female,SAME124647,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12760,male,SAME124465,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.011929,0.0256774,0.007071,-0.0212833,-0.00208719
NA12761,female,SAME124466,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121746,0.0257401,0.00824372,-0.021869,-0.00457226
NA12762,male,SAME125109,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123051,0.0255141,0.00774998,-0.0217484,-0.00264779
NA12763,female,SAME123872,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0117867,0.0259602,0.00776046,-0.0215427,-0.00446097
NA12766,male,SAME124471,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12767,female,SAME124472,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12775,male,SAME124257,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124212,0.0261352,0.007546,-0.0213028,-0.0034613
NA12776,female,SAME124256,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120324,0.0251673,0.00766153,-0.0212648,-0.00177338
NA12777,male,SAME125252,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123823,0.0259106,0.00793485,-0.0226449,-0.00308868
NA12778,female,SAME124249,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123069,0.0262734,0.00803901,-0.022123,-0.00400936
NA12801,male,SAME122827,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12802,female,SAME122828,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12812,male,SAME123023,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119871,0.0254866,0.00693983,-0.0207981,-0.000728917
NA12813,female,SAME123024,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120584,0.0254528,0.00728485,-0.0212393,-0.00202966
NA12814,male,SAME123021,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120624,0.0253717,0.00781528,-0.0207416,-0.000444465
NA12815,female,SAME123022,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121996,0.0251259,0.00685038,-0.0200272,-0.00029377
NA12817,male,SAME123020,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12818,female,SAME123025,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12827,male,SAME125077,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122391,0.0253989,0.00811311,-0.0209488,-0.00289275
NA12828,female,SAME125076,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0123147,0.0252913,0.00804135,-0.0218033,-0.00245222
NA12829,male,SAME125075,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120988,0.0254002,0.00805036,-0.0214121,-0.00190349
NA12830,female,SAME125289,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120883,0.0258071,0.00794315,-0.0213536,-0.00290188
NA12832,female,SAME125290,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12842,male,SAME123542,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119947,0.0258305,0.00766791,-0.021856,-0.00124437
NA12843,female,SAME123541,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123613,0.0259391,0.0077811,-0.021333,-0.00316554
NA12864,male,SAME123191,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12865,female,SAME123190,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA12872,male,SAME123387,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122615,0.0253031,0.00708837,-0.0210063,-0.00135892
NA12873,female,SAME123388,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122261,0.0253819,0.00684135,-0.0214137,6.40647e-06
NA12874,male,SAME123389,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012131,0.0254082,0.0078514,-0.021022,-0.00150533
